"Raw Data File","tracer molecule","labelled positions","Abundance [%]",Injection,Replicate,"Incubation time [hours]","Metabolite name","CHEBI identifier","atomic positions of fragment","Empirical formula derivatized molecule/fragment","m/z monitored","signal intensity","isotopologue symbol","peaks abundances [%]"
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,328,656008,m0,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,329,111336,m1,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,330,20516,m2,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,331,2360,m3,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,332,441,m4,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,333,67,m5,
GlycCom1_02.CDF,,commercial,,2,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,333,7,m6,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,327,1909,,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,328,781282,m0,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,329,133355,m1,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,330,24569,m2,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,331,2818,m3,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,332,526,m4,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,333,78,m5,
GlycCom1_03.CDF,,commercial,,3,1,,Glycogen,CHEBI:28087,C1-C6,C14H18O8N,333,7,m6,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,1312,,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,49986,m0,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,6206,m1,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,13157,m2,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,1211,m3,
LacHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,332,1211,,
LacHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,27423,,
LacHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,1021398,m0,
LacHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,126642,m1,
LacHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,268603,m2,
LacHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,25466,m3,
LacHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,27325,,
LacHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,1000954,m0,
LacHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,124509,m1,
LacHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,263699,m2,
LacHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,25140,m3,
LacHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,29164,,
LacHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,1052376,m0,
LacHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,134881,m1,
LacHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,283742,m2,
LacHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,26602,m3,
LacHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,7283,,
LacHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,266516,m0,
LacHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,33577,m1,
LacHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,70372,m2,
LacHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,6659,m3,
LacHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,19419,,
LacHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,712488,m0,
LacHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,88687,m1,
LacHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,185880,m2,
LacHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,17531,m3,
LacHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,5506,,
LacHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,204118,m0,
LacHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,25602,m1,
LacHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,53164,m2,
LacHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,5141,m3,
LacHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,25363,,
LacHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,943748,m0,
LacHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,116843,m1,
LacHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,243881,m2,
LacHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,23120,m3,
LacNat1_01.CDF,,natural,,1,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,12342,,
LacNat1_01.CDF,,natural,,1,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,398466,m0,
LacNat1_01.CDF,,natural,,1,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,45056,m1,
LacNat1_01.CDF,,natural,,1,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,4963,m2,
LacNat1_01.CDF,,natural,,1,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,-683,m3,
LacNat1_02.CDF,,natural,,2,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,327,16095,,
LacNat1_02.CDF,,natural,,2,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,328,561337,m0,
LacNat1_02.CDF,,natural,,2,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,329,64005,m1,
LacNat1_02.CDF,,natural,,2,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,330,8488,m2,
LacNat1_02.CDF,,natural,,2,1,,Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,331,-1409,m3,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,15475,,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,1128384,m0,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,110886,m1,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,22658,m2,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,2283,m3,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,2714,m4,
GluHyp1_01.CDF,Glucose,"1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,1278,,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5704,,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,472074,m0,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,36071,m1,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,7434,m2,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,746,m3,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,901,m4,
GluHyp1_02.CDF,Glucose,"1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,552,,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5814,,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,469219,m0,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,35839,m1,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,7373,m2,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,750,m3,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,900,m4,
GluHyp1_03.CDF,Glucose,"1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,514,,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5558,,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,433440,m0,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,33099,m1,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,6714,m2,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,674,m3,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,834,m4,
GluHyp2_01.CDF,Glucose,"1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,578,,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,5535,,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,421641,m0,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,32170,m1,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,6536,m2,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,656,m3,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,804,m4,
GluHyp2_02.CDF,Glucose,"1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,585,,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,6791,,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,561036,m0,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,42759,m1,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,8667,m2,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,871,m3,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,1061,m4,
GluHyp2_03.CDF,Glucose,"1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,653,,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3333,,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,407706,m0,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,30935,m1,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,6120,m2,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,614,m3,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,838,m4,
GluHyp3_01.CDF,Glucose,"1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,715,,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,2718,,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,337411,m0,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,25725,m1,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,5086,m2,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,499,m3,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,691,m4,
GluHyp3_02.CDF,Glucose,"1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,497,,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3456,,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,430150,m0,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,32691,m1,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,6473,m2,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,641,m3,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,880,m4,
GluHyp3_03.CDF,Glucose,"1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,655,,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,2039,,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,196294,m0,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,14398,m1,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,1772,m2,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,114,m3,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,323,m4,
GluNat1_01.CDF,,natural,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,280,,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,3722,,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,362166,m0,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,26681,m1,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,3272,m2,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,205,m3,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,592,m4,
GluNat1_02.CDF,,natural,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,480,,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,197,4406,,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,198,433705,m0,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,199,31919,m1,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,200,3933,m2,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,201,246,m3,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,202,706,m4,
GluNat1_03.CDF,,natural,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,203,548,,
